scenario,strategy,seed,agent_seed,net_arpu_gain,gross_gain,communication_cost,total_contacts,unique_customers,n_pilots,n_final_campaigns,runtime_seconds,negative,conforms
sign_reversed,adaptive,1,42,290112.7613689542,390112.7613689542,100000.0,15000,12272,16,6,5.338037300040014,False,True
sign_reversed,adaptive,2,42,426475.10650426,525743.10650426,99268.0,15000,12200,16,5,5.653173200029414,False,True
weak_history,template,0,42,4905968.0698241005,4948704.0698241005,42736.0,10684,9934,6,3,0.1010225999634713,False,True
weak_history,template,1,42,4894268.5223286655,4948804.5223286655,54536.0,13634,9934,6,4,0.09502509998856112,False,True
weak_history,template,2,42,3851731.805128952,3894467.805128952,42736.0,10684,9934,6,3,0.14360730000771582,False,True
weak_history,fixed,0,42,3954956.4514313033,4054952.4514313033,99996.0,11455,7769,16,10,9.627511600032449,False,True
weak_history,fixed,1,42,4082855.096184095,4182851.096184095,99996.0,11455,7769,16,10,10.164960799971595,False,True
weak_history,fixed,2,42,1763020.3151719281,1863016.3151719281,99996.0,11455,7769,16,10,8.756579700042494,False,True
weak_history,adaptive,0,42,5466814.684882414,5566812.684882414,99998.0,14930,12197,16,10,6.894362799997907,False,True
weak_history,adaptive,1,42,5559650.5159498975,5659650.5159498975,100000.0,15000,12271,16,6,6.573584099998698,False,True
weak_history,adaptive,2,42,5695305.400224444,5795305.400224444,100000.0,15000,12267,16,7,6.40316410001833,False,True
low_conversion,template,0,42,-62131.971819323146,-29867.971819323146,32264.0,8066,5358,6,3,0.11424349999288097,True,True
low_conversion,template,1,42,-75797.63337031646,-15797.633370316462,60000.0,15000,11504,6,6,0.11925230000633746,True,True
low_conversion,template,2,42,-48138.80923781596,-8994.80923781596,39144.0,9786,6928,6,4,0.15265060000820085,True,True
low_conversion,fixed,0,42,-63057.27511007011,36940.72488992989,99998.0,11057,7769,16,10,13.796777200012002,True,True
low_conversion,fixed,1,42,-62120.74134069272,37877.25865930728,99998.0,11057,7769,16,10,10.201782800024375,True,True
low_conversion,fixed,2,42,-67799.84135311743,32196.158646882563,99996.0,11455,7769,16,10,8.906639399996493,True,True
low_conversion,adaptive,0,42,-85853.67369266639,13756.326307333611,99610.0,15000,12400,16,9,7.928695699956734,True,True
low_conversion,adaptive,1,42,-102709.06614023638,-2709.066140236377,100000.0,15000,12272,16,6,6.2695003999979235,True,True
low_conversion,adaptive,2,42,-94853.16667600095,4414.833323999053,99268.0,15000,12200,16,5,5.894421899982262,True,True
saturated_calls,template,0,42,9132062.053770622,9174798.053770622,42736.0,10684,9934,6,3,0.09785130003001541,False,True
saturated_calls,template,1,42,9147932.45430057,9207932.45430057,60000.0,15000,11504,6,5,0.09890959999756888,False,True
saturated_calls,template,2,42,9140929.023960207,9200929.023960207,60000.0,15000,11185,6,5,0.12160090001998469,False,True
saturated_calls,fixed,0,42,10674636.153904667,10774632.153904667,99996.0,11455,7769,16,10,6.659744900010992,False,True
saturated_calls,fixed,1,42,10669635.210275095,10769631.210275095,99996.0,11455,7769,16,10,6.088838599971496,False,True
saturated_calls,fixed,2,42,10674576.44076255,10774572.44076255,99996.0,11455,7769,16,10,6.083373499976005,False,True
saturated_calls,adaptive,0,42,22458997.957533658,22558997.957533658,100000.0,15000,12131,16,5,4.083215699996799,False,True
saturated_calls,adaptive,1,42,22445470.228772268,22545470.228772268,100000.0,15000,12119,16,5,3.8718582000001334,False,True
saturated_calls,adaptive,2,42,20122425.890796963,20222425.890796963,100000.0,15000,12155,16,5,3.8268981999717653,False,True
near_zero,template,0,42,-34883.60125918857,-2619.601259188563,32264.0,8066,5358,6,3,0.08757730002980679,True,True
near_zero,template,1,42,-63750.7743540736,-3750.7743540735937,60000.0,15000,11504,6,6,0.0885557999718003,True,True
near_zero,template,2,42,-52902.54065116775,-13758.540651167752,39144.0,9786,6928,6,4,0.07595399999991059,True,True
near_zero,fixed,0,42,-88024.00578319009,11973.994216809913,99998.0,11057,7769,16,10,9.424715900036972,True,True
near_zero,fixed,1,42,-112366.44841913717,-12368.448419137174,99998.0,11057,7769,16,10,9.942403500026558,True,True
near_zero,fixed,2,42,-92683.7061917775,7312.293808222497,99996.0,11455,7769,16,10,7.976460499980021,True,True
near_zero,adaptive,0,42,-117383.95061150819,-17773.95061150819,99610.0,15000,12400,16,9,8.661906599998474,True,True
near_zero,adaptive,1,42,-111796.8787847443,-11796.878784744304,100000.0,15000,12472,16,7,5.131208600010723,True,True
near_zero,adaptive,2,42,-124015.81867037062,-24747.81867037062,99268.0,15000,12200,16,5,5.190362800029106,True,True
